rattlesnake|crovir-protein-6564	human|NP_000952.1
rattlesnake|crovir-protein-13403	human|XP_016863063.1
rattlesnake|crovir-protein-13400	human|XP_011531951.1
rattlesnake|crovir-protein-1768	human|NP_005422.1
rattlesnake|crovir-protein-1767	human|XP_005250082.1
rattlesnake|crovir-protein-1766	human|XP_005250082.1
rattlesnake|crovir-protein-1765	human|NP_940866.2
rattlesnake|crovir-protein-9423	human|NP_001094.1
rattlesnake|crovir-protein-13344	human|NP_001159968.1
rattlesnake|crovir-protein-1762	human|XP_005250059.1
rattlesnake|crovir-protein-1761	human|NP_005605.1
rattlesnake|crovir-protein-13409	human|NP_001561.3
rattlesnake|crovir-protein-7648	human|XP_024304238.1
rattlesnake|crovir-protein-7649	human|NP_001291203.1
rattlesnake|crovir-protein-7646	human|NP_001245391.1
rattlesnake|crovir-protein-7647	human|XP_024304238.1
rattlesnake|crovir-protein-7644	human|NP_859057.4
rattlesnake|crovir-protein-7645	human|NP_001275655.1
rattlesnake|crovir-protein-7642	human|NP_077744.4
rattlesnake|crovir-protein-9938	human|NP_001305894.1
rattlesnake|crovir-protein-7640	human|NP_006351.2
rattlesnake|crovir-protein-7641	human|NP_001008392.2
rattlesnake|crovir-protein-4199	human|NP_055545.1
rattlesnake|crovir-protein-10105	human|NP_001292044.1
rattlesnake|crovir-protein-10097	human|XP_016880042.1
rattlesnake|crovir-protein-4193	human|NP_001087240.1
rattlesnake|crovir-protein-4192	human|NP_006431.2
rattlesnake|crovir-protein-4191	human|NP_001124333.1
rattlesnake|crovir-protein-4190	human|XP_011528188.2
rattlesnake|crovir-protein-4197	human|NP_689480.2
rattlesnake|crovir-protein-4196	human|NP_001032583.1
rattlesnake|crovir-protein-854	human|NP_003323.1
rattlesnake|crovir-protein-4194	human|XP_006724306.1
rattlesnake|crovir-protein-5860	human|XP_024301895.1
rattlesnake|crovir-protein-5862	human|NP_001159765.1
rattlesnake|crovir-protein-5864	human|NP_004379.1
rattlesnake|crovir-protein-9159	human|NP_072090.1
rattlesnake|crovir-protein-5866	human|NP_004379.1
rattlesnake|crovir-protein-5867	human|NP_079341.2
rattlesnake|crovir-protein-5868	human|NP_001297085.1
rattlesnake|crovir-protein-5869	human|NP_001337143.1
rattlesnake|crovir-protein-9156	human|NP_009059.1
rattlesnake|crovir-protein-9157	human|NP_009059.1
rattlesnake|crovir-protein-9150	human|NP_037510.1
rattlesnake|crovir-protein-9151	human|XP_011536526.1
rattlesnake|crovir-protein-9152	human|NP_001288268.1
rattlesnake|crovir-protein-9153	human|NP_002558.1
rattlesnake|crovir-protein-12076	human|NP_055063.1
rattlesnake|crovir-protein-7428	human|NP_892114.1
rattlesnake|crovir-protein-7429	human|NP_055549.1
rattlesnake|crovir-protein-16259	human|NP_848594.2
rattlesnake|crovir-protein-7422	human|XP_016877034.1
rattlesnake|crovir-protein-7423	human|NP_006361.1
rattlesnake|crovir-protein-7420	human|NP_001163.1
rattlesnake|crovir-protein-7421	human|NP_001335470.1
rattlesnake|crovir-protein-7426	human|NP_892114.1
rattlesnake|crovir-protein-7424	human|XP_011535140.1
rattlesnake|crovir-protein-13341	human|NP_891550.1
rattlesnake|crovir-protein-1907	human|NP_004403.1
rattlesnake|crovir-protein-13741	human|NP_071900.2
rattlesnake|crovir-protein-13740	human|NP_001026847.1
rattlesnake|crovir-protein-13743	human|NP_001341913.1
rattlesnake|crovir-protein-13742	human|NP_037369.1
rattlesnake|crovir-protein-13745	human|NP_036216.2
rattlesnake|crovir-protein-13744	human|XP_006714977.1
rattlesnake|crovir-protein-13747	human|XP_024301786.1
rattlesnake|crovir-protein-13746	human|NP_001092878.1
rattlesnake|crovir-protein-13749	human|NP_001008221.1
rattlesnake|crovir-protein-13748	human|NP_115737.1
rattlesnake|crovir-protein-16004	human|NP_056405.2
rattlesnake|crovir-protein-8837	human|NP_060739.2
rattlesnake|crovir-protein-9549	human|NP_001132960.1
rattlesnake|crovir-protein-9548	human|XP_016866934.1
rattlesnake|crovir-protein-6599	human|NP_542182.1
rattlesnake|crovir-protein-6598	human|XP_016883523.1
rattlesnake|crovir-protein-9543	human|NP_001193856.1
rattlesnake|crovir-protein-6594	human|NP_001028693.1
rattlesnake|crovir-protein-9541	human|XP_016866239.1
rattlesnake|crovir-protein-6596	human|NP_001157588.1
rattlesnake|crovir-protein-6591	human|NP_542184.1
rattlesnake|crovir-protein-6590	human|XP_005260602.1
rattlesnake|crovir-protein-6593	human|NP_543011.2
rattlesnake|crovir-protein-6592	human|NP_003213.1
rattlesnake|crovir-protein-3035	human|NP_001035919.1
rattlesnake|crovir-protein-10093	human|XP_011507899.1
rattlesnake|crovir-protein-13343	human|XP_016879565.1
rattlesnake|crovir-protein-17404	human|NP_443072.3
rattlesnake|crovir-protein-11117	human|NP_689548.2
rattlesnake|crovir-protein-4739	human|NP_000223.1
rattlesnake|crovir-protein-4738	human|NP_689753.2
rattlesnake|crovir-protein-4737	human|XP_005265826.1
rattlesnake|crovir-protein-4736	human|NP_076429.1
rattlesnake|crovir-protein-4735	human|NP_001119800.1
rattlesnake|crovir-protein-4733	human|NP_057197.2
rattlesnake|crovir-protein-4732	human|NP_001952.1
rattlesnake|crovir-protein-4731	human|XP_005265797.1
rattlesnake|crovir-protein-4730	human|NP_006578.2
rattlesnake|crovir-protein-6779	human|NP_075378.1
rattlesnake|crovir-protein-7664	human|NP_001317.1
rattlesnake|crovir-protein-7665	human|NP_569056.4
rattlesnake|crovir-protein-6771	human|NP_005594.1
rattlesnake|crovir-protein-6770	human|NP_001339007.1
rattlesnake|crovir-protein-6773	human|XP_011526446.1
rattlesnake|crovir-protein-6772	human|NP_114124.1
rattlesnake|crovir-protein-6775	human|XP_016882323.1
rattlesnake|crovir-protein-6774	human|NP_067037.1
rattlesnake|crovir-protein-6777	human|NP_004377.2
rattlesnake|crovir-protein-6776	human|NP_057049.5
rattlesnake|crovir-protein-17402	human|NP_068598.1
rattlesnake|crovir-protein-12431	human|NP_056274.3
rattlesnake|crovir-protein-12432	human|XP_024304528.1
rattlesnake|crovir-protein-17401	human|NP_001269220.1
rattlesnake|crovir-protein-12434	human|XP_011543043.1
rattlesnake|crovir-protein-12435	human|XP_011543043.1
rattlesnake|crovir-protein-12436	human|XP_011543091.1
rattlesnake|crovir-protein-12437	human|NP_000406.1
rattlesnake|crovir-protein-17158	human|NP_065102.1
rattlesnake|crovir-protein-16400	human|XP_005253650.1
rattlesnake|crovir-protein-17408	human|NP_055851.1
rattlesnake|crovir-protein-17409	human|XP_006715990.1
rattlesnake|crovir-protein-13425	human|XP_011531724.1
rattlesnake|crovir-protein-13426	human|NP_776253.3
rattlesnake|crovir-protein-7663	human|XP_011518506.1
rattlesnake|crovir-protein-13762	human|XP_011532856.1
rattlesnake|crovir-protein-15808	human|XP_011516540.1
rattlesnake|crovir-protein-15809	human|NP_002193.2
rattlesnake|crovir-protein-15378	human|NP_001342476.1
rattlesnake|crovir-protein-15379	human|NP_001342476.1
rattlesnake|crovir-protein-15372	human|NP_005445.1
rattlesnake|crovir-protein-15373	human|NP_001341047.1
rattlesnake|crovir-protein-15370	human|XP_005251524.1
rattlesnake|crovir-protein-15371	human|XP_005251524.1
rattlesnake|crovir-protein-15376	human|NP_689787.2
rattlesnake|crovir-protein-15805	human|NP_001888.2
rattlesnake|crovir-protein-15806	human|XP_011541800.1
rattlesnake|crovir-protein-15375	human|NP_001121689.1
rattlesnake|crovir-protein-16041	human|NP_064708.1
rattlesnake|crovir-protein-14172	human|XP_005249923.1
rattlesnake|crovir-protein-13648	human|XP_011532451.1
rattlesnake|crovir-protein-14170	human|XP_005249923.1
rattlesnake|crovir-protein-14177	human|XP_024306633.1
rattlesnake|crovir-protein-14176	human|NP_060884.1
rattlesnake|crovir-protein-14175	human|NP_006447.2
rattlesnake|crovir-protein-14174	human|XP_005257062.1
rattlesnake|crovir-protein-14179	human|NP_892010.2
rattlesnake|crovir-protein-14178	human|NP_078875.4
rattlesnake|crovir-protein-8948	human|NP_001276916.1
rattlesnake|crovir-protein-8949	human|NP_001856.2
rattlesnake|crovir-protein-8940	human|NP_006363.4
rattlesnake|crovir-protein-8941	human|NP_001337461.1
rattlesnake|crovir-protein-8942	human|NP_004431.1
rattlesnake|crovir-protein-8943	human|NP_663304.1
rattlesnake|crovir-protein-8944	human|NP_056386.2
rattlesnake|crovir-protein-8945	human|NP_001276916.1
rattlesnake|crovir-protein-8946	human|NP_060717.1
rattlesnake|crovir-protein-8947	human|XP_011533736.1
rattlesnake|crovir-protein-SVSP_4	human|XP_011516267.1
rattlesnake|crovir-protein-SVSP_5	human|XP_011514713.1
rattlesnake|crovir-protein-SVSP_6	human|XP_011514713.1
rattlesnake|crovir-protein-SVSP_7	human|XP_011516267.1
rattlesnake|crovir-protein-SVSP_1	human|XP_011516267.1
rattlesnake|crovir-protein-SVSP_2	human|NP_001298111.1
rattlesnake|crovir-protein-SVSP_3	human|XP_011514713.1
rattlesnake|crovir-protein-SVSP_8	human|XP_011516267.1
rattlesnake|crovir-protein-SVSP_9	human|XP_011514713.1
rattlesnake|crovir-protein-220	human|NP_004791.1
rattlesnake|crovir-protein-2499	human|NP_001229633.1
rattlesnake|crovir-protein-16437	human|NP_001304324.1
rattlesnake|crovir-protein-6440	human|NP_066923.3
rattlesnake|crovir-protein-7218	human|NP_001099049.1
rattlesnake|crovir-protein-2413	human|NP_006030.2
rattlesnake|crovir-protein-16448	human|NP_061181.1
rattlesnake|crovir-protein-3859	human|NP_056227.2
rattlesnake|crovir-protein-3858	human|NP_001287898.1
rattlesnake|crovir-protein-16441	human|XP_005269298.1
rattlesnake|crovir-protein-16440	human|XP_011536224.1
rattlesnake|crovir-protein-16443	human|NP_001098707.1
rattlesnake|crovir-protein-16442	human|NP_061181.1
rattlesnake|crovir-protein-16445	human|XP_011536799.1
rattlesnake|crovir-protein-16444	human|NP_001001655.1
rattlesnake|crovir-protein-3851	human|NP_001668.1
rattlesnake|crovir-protein-16446	human|XP_011536799.1
rattlesnake|crovir-protein-7211	human|NP_001106946.1
rattlesnake|crovir-protein-7210	human|NP_001180243.1
rattlesnake|crovir-protein-15877	human|NP_857637.1
rattlesnake|crovir-protein-2458	human|NP_000506.2
rattlesnake|crovir-protein-2459	human|NP_001276978.1
rattlesnake|crovir-protein-7212	human|NP_036243.1
rattlesnake|crovir-protein-2450	human|NP_001287658.1
rattlesnake|crovir-protein-2103	human|XP_011532311.1
rattlesnake|crovir-protein-2100	human|NP_001277145.1
rattlesnake|crovir-protein-2453	human|NP_001138552.2
rattlesnake|crovir-protein-2106	human|NP_001317629.1
rattlesnake|crovir-protein-2455	human|NP_000506.2
rattlesnake|crovir-protein-2456	human|NP_000325.4
rattlesnake|crovir-protein-2457	human|XP_005257430.1
rattlesnake|crovir-protein-1902	human|XP_006716872.1
rattlesnake|crovir-protein-11502	human|NP_110417.2
rattlesnake|crovir-protein-13267	human|XP_011531972.1
rattlesnake|crovir-protein-9301	human|NP_060922.2
rattlesnake|crovir-protein-9300	human|NP_001291873.1
rattlesnake|crovir-protein-9303	human|NP_057308.1
rattlesnake|crovir-protein-9302	human|NP_001280214.1
rattlesnake|crovir-protein-9305	human|XP_016866796.1
rattlesnake|crovir-protein-9304	human|NP_003889.1
rattlesnake|crovir-protein-3957	human|NP_057613.4
rattlesnake|crovir-protein-9306	human|XP_016866351.1
rattlesnake|crovir-protein-9309	human|NP_443131.2
rattlesnake|crovir-protein-9308	human|XP_024307452.1
rattlesnake|crovir-protein-15473	human|NP_057632.2
rattlesnake|crovir-protein-5107	human|NP_071899.1
rattlesnake|crovir-protein-5458	human|NP_001018126.1
rattlesnake|crovir-protein-5105	human|NP_054894.1
rattlesnake|crovir-protein-1157	human|NP_001193594.1
rattlesnake|crovir-protein-5103	human|NP_006321.1
rattlesnake|crovir-protein-5102	human|NP_057025.2
rattlesnake|crovir-protein-1152	human|NP_932157.1
rattlesnake|crovir-protein-1153	human|NP_001035943.1
rattlesnake|crovir-protein-5451	human|NP_005449.5
rattlesnake|crovir-protein-5450	human|NP_005449.5
rattlesnake|crovir-protein-5453	human|NP_005449.5
rattlesnake|crovir-protein-5452	human|NP_078918.3
rattlesnake|crovir-protein-5455	human|NP_036451.3
rattlesnake|crovir-protein-1159	human|NP_056541.2
rattlesnake|crovir-protein-5109	human|NP_443130.1
rattlesnake|crovir-protein-5108	human|XP_016869210.1
rattlesnake|crovir-protein-6072	human|NP_001432.2
rattlesnake|crovir-protein-4850	human|NP_001180550.1
rattlesnake|crovir-protein-4851	human|NP_001180550.1
rattlesnake|crovir-protein-4856	human|NP_478136.1
rattlesnake|crovir-protein-4857	human|NP_659400.2
rattlesnake|crovir-protein-4855	human|NP_001075144.2
rattlesnake|crovir-protein-16430	human|XP_016875537.1
rattlesnake|crovir-protein-4859	human|XP_011515533.1
rattlesnake|crovir-protein-5055	human|NP_006828.2
rattlesnake|crovir-protein-1002	human|NP_000394.2
rattlesnake|crovir-protein-3955	human|NP_057613.4
rattlesnake|crovir-protein-5054	human|NP_006412.2
rattlesnake|crovir-protein-11074	human|NP_055782.3
rattlesnake|crovir-protein-5057	human|XP_016868944.1
rattlesnake|crovir-protein-1370	human|XP_005251749.1
rattlesnake|crovir-protein-8481	human|XP_011509104.1
rattlesnake|crovir-protein-1372	human|XP_006717143.1
rattlesnake|crovir-protein-1373	human|NP_002429.1
rattlesnake|crovir-protein-1374	human|NP_001177157.1
rattlesnake|crovir-protein-1375	human|NP_001013675.1
rattlesnake|crovir-protein-15168	human|NP_001341895.1
rattlesnake|crovir-protein-1378	human|NP_060671.3
rattlesnake|crovir-protein-1379	human|NP_001120716.1
rattlesnake|crovir-protein-8483	human|XP_016859066.1
rattlesnake|crovir-protein-5050	human|NP_065094.3
rattlesnake|crovir-protein-13316	human|NP_003491.1
rattlesnake|crovir-protein-670	human|NP_006111.2
rattlesnake|crovir-protein-5053	human|NP_079330.2
rattlesnake|crovir-protein-13317	human|NP_001035109.1
rattlesnake|crovir-protein-3631	human|XP_011527964.1
rattlesnake|crovir-protein-5052	human|NP_079146.2
rattlesnake|crovir-protein-13314	human|XP_006713076.1
rattlesnake|crovir-protein-676	human|NP_055281.2
rattlesnake|crovir-protein-13641	human|NP_689967.2
rattlesnake|crovir-protein-517	human|NP_001080.2
rattlesnake|crovir-protein-16058	human|NP_001017970.1
rattlesnake|crovir-protein-515	human|NP_057267.2
rattlesnake|crovir-protein-513	human|NP_056009.1
rattlesnake|crovir-protein-510	human|NP_775891.2
rattlesnake|crovir-protein-16052	human|XP_011521729.1
rattlesnake|crovir-protein-16053	human|NP_001254479.2
rattlesnake|crovir-protein-16050	human|NP_064709.2
rattlesnake|crovir-protein-16051	human|NP_005413.2
rattlesnake|crovir-protein-16056	human|XP_011521155.1
rattlesnake|crovir-protein-16057	human|XP_005256213.1
rattlesnake|crovir-protein-518	human|NP_001035214.1
rattlesnake|crovir-protein-519	human|NP_444514.1
rattlesnake|crovir-protein-4504	human|XP_016863151.1
rattlesnake|crovir-protein-4505	human|XP_024309986.1
rattlesnake|crovir-protein-4506	human|NP_001304310.1
rattlesnake|crovir-protein-4507	human|NP_112581.1
rattlesnake|crovir-protein-4500	human|NP_689991.1
rattlesnake|crovir-protein-13310	human|NP_001229453.1
rattlesnake|crovir-protein-3630	human|NP_055871.1
rattlesnake|crovir-protein-4686	human|NP_000815.1
rattlesnake|crovir-protein-14471	human|XP_011536999.1
rattlesnake|crovir-protein-4508	human|NP_056508.2
rattlesnake|crovir-protein-4685	human|NP_000817.2
rattlesnake|crovir-protein-11493	human|NP_653203.1
rattlesnake|crovir-protein-11492	human|XP_006721234.1
rattlesnake|crovir-protein-11491	human|XP_006721234.1
rattlesnake|crovir-protein-13768	human|XP_005265961.1
rattlesnake|crovir-protein-11497	human|NP_150229.2
rattlesnake|crovir-protein-11496	human|NP_055613.1
rattlesnake|crovir-protein-11495	human|NP_004343.1
rattlesnake|crovir-protein-11494	human|NP_694574.3
rattlesnake|crovir-protein-17200	human|NP_006576.2
rattlesnake|crovir-protein-11499	human|NP_001006611.1
rattlesnake|crovir-protein-11498	human|NP_001335007.1
rattlesnake|crovir-protein-4682	human|NP_057289.1
rattlesnake|crovir-protein-12081	human|XP_011528279.1
rattlesnake|crovir-protein-4681	human|NP_001325.1
rattlesnake|crovir-protein-1488	human|NP_001338457.1
rattlesnake|crovir-protein-1489	human|NP_073616.6
rattlesnake|crovir-protein-1486	human|NP_620594.1
rattlesnake|crovir-protein-1487	human|NP_620594.1
rattlesnake|crovir-protein-1484	human|NP_714921.4
rattlesnake|crovir-protein-1485	human|NP_000963.1
rattlesnake|crovir-protein-1482	human|NP_001798.2
rattlesnake|crovir-protein-1483	human|NP_001229298.1
rattlesnake|crovir-protein-1480	human|NP_001116295.1
rattlesnake|crovir-protein-1481	human|XP_006717360.1
rattlesnake|crovir-protein-7408	human|NP_777576.1
rattlesnake|crovir-protein-14478	human|NP_004366.1
rattlesnake|crovir-protein-5051	human|NP_443190.2
rattlesnake|crovir-protein-14479	human|XP_016874820.1
rattlesnake|crovir-protein-3134	human|NP_056475.1
rattlesnake|crovir-protein-8168	human|NP_001139574.1
rattlesnake|crovir-protein-8169	human|NP_060024.2
rattlesnake|crovir-protein-17239	human|NP_055071.2
rattlesnake|crovir-protein-17238	human|NP_001013663.1
rattlesnake|crovir-protein-3643	human|NP_004562.2
rattlesnake|crovir-protein-12603	human|NP_116197.4
rattlesnake|crovir-protein-8163	human|NP_001241667.1
rattlesnake|crovir-protein-17237	human|NP_002648.1
rattlesnake|crovir-protein-12600	human|NP_057274.1
rattlesnake|crovir-protein-12607	human|XP_005245698.1
rattlesnake|crovir-protein-17230	human|NP_036367.2
rattlesnake|crovir-protein-8164	human|NP_001265508.1
rattlesnake|crovir-protein-17209	human|NP_001005165.1
rattlesnake|crovir-protein-3647	human|NP_001091872.1
rattlesnake|crovir-protein-6425	human|NP_009117.2
rattlesnake|crovir-protein-6424	human|XP_011527179.1
rattlesnake|crovir-protein-3645	human|NP_061834.1
rattlesnake|crovir-protein-6427	human|NP_001274418.1
rattlesnake|crovir-protein-5012	human|XP_005251336.2
rattlesnake|crovir-protein-6934	human|XP_011534951.1
rattlesnake|crovir-protein-6933	human|NP_056999.2
rattlesnake|crovir-protein-15143	human|NP_115689.1
rattlesnake|crovir-protein-6420	human|NP_006681.1
rattlesnake|crovir-protein-16439	human|XP_024304729.1
rattlesnake|crovir-protein-6423	human|NP_001254739.1
rattlesnake|crovir-protein-6930	human|NP_060823.3
rattlesnake|crovir-protein-8034	human|XP_024308847.1
rattlesnake|crovir-protein-15142	human|NP_001296122.1
rattlesnake|crovir-protein-6604	human|NP_848551.1
rattlesnake|crovir-protein-11396	human|NP_001258886.1
rattlesnake|crovir-protein-16949	human|XP_005263532.2
rattlesnake|crovir-protein-6908	human|NP_055130.1
rattlesnake|crovir-protein-6909	human|NP_443155.1
rattlesnake|crovir-protein-16944	human|NP_066969.1
rattlesnake|crovir-protein-6907	human|NP_689542.2
rattlesnake|crovir-protein-6904	human|XP_011526231.1
rattlesnake|crovir-protein-6905	human|NP_001334841.1
rattlesnake|crovir-protein-16940	human|NP_004949.1
rattlesnake|crovir-protein-16941	human|NP_002991.2
rattlesnake|crovir-protein-6900	human|NP_848657.1
rattlesnake|crovir-protein-6901	human|NP_057354.1
rattlesnake|crovir-protein-17091	human|NP_005112.2
rattlesnake|crovir-protein-17090	human|NP_940857.2
rattlesnake|crovir-protein-17093	human|NP_005112.2
rattlesnake|crovir-protein-17092	human|NP_005112.2
rattlesnake|crovir-protein-17095	human|NP_001073983.1
rattlesnake|crovir-protein-17094	human|NP_056016.1
rattlesnake|crovir-protein-17097	human|XP_011526867.1
