"Crovir_ID","Crovir_ProtID","HumanID"
"crovir-transcript-15494","crovir-protein-15494","NP_000255.2"
"crovir-transcript-15493","crovir-protein-15493","NP_064592.2"
"crovir-transcript-15507","crovir-protein-15507","NP_008932.2"
"crovir-transcript-15503","crovir-protein-15503","NP_710162.1"
"crovir-transcript-15499","crovir-protein-15499","NP_055097.2"
"crovir-transcript-15506","crovir-protein-15506","XP_016870731.1"
"crovir-transcript-15505","crovir-protein-15505","NP_714542.1"
"crovir-transcript-15511","crovir-protein-15511","XP_005248736.1"
"crovir-transcript-15510","crovir-protein-15510","NP_115947.2"
"crovir-transcript-15513","crovir-protein-15513","NP_006708.2"
"crovir-transcript-15512","crovir-protein-15512","XP_011516577.1"
"crovir-transcript-15515","crovir-protein-15515","NP_001818.1"
"crovir-transcript-15514","crovir-protein-15514","NP_076982.3"
"crovir-transcript-15520","crovir-protein-15520",NA
"crovir-transcript-15518","crovir-protein-15518","NP_006369.3"
"crovir-transcript-15517","crovir-protein-15517","NP_006696.1"
"crovir-transcript-15523","crovir-protein-15523","NP_001167638.1"
"crovir-transcript-15524","crovir-protein-15524","XP_005252123.1"
"crovir-transcript-15525","crovir-protein-15525","NP_001276928.1"
"crovir-transcript-15527","crovir-protein-15527","NP_004551.2"
"crovir-transcript-15528","crovir-protein-15528","NP_001268232.1"
"crovir-transcript-15526","crovir-protein-15526","NP_001033791.1"
"crovir-transcript-15522","crovir-protein-15522","NP_859056.2"
"crovir-transcript-15521","crovir-protein-15521","NP_005331.1"
"crovir-transcript-15533","crovir-protein-15533","NP_787052.3"
"crovir-transcript-15532","crovir-protein-15532","NP_598377.4"
"crovir-transcript-15529","crovir-protein-15529","NP_057132.2"
"crovir-transcript-15546","crovir-protein-15546","NP_001990.2"
"crovir-transcript-15547","crovir-protein-15547","NP_001037.1"
"crovir-transcript-15538","crovir-protein-15538",NA
"crovir-transcript-15539","crovir-protein-15539","XP_011526348.1"
"crovir-transcript-15540","crovir-protein-15540","NP_005564.1"
"crovir-transcript-15536","crovir-protein-15536","NP_997291.1"
"crovir-transcript-15535","crovir-protein-15535","NP_115553.2"
"crovir-transcript-15534","crovir-protein-15534","NP_001173.2"
"crovir-transcript-15537","crovir-protein-15537","XP_011541893.1"
"crovir-transcript-15545","crovir-protein-15545","NP_055179.1"
"crovir-transcript-15544","crovir-protein-15544","NP_065798.2"
"crovir-transcript-15549","crovir-protein-15549","XP_016864546.1"
"crovir-transcript-15551","crovir-protein-15551","NP_694955.2"
"crovir-transcript-15550","crovir-protein-15550","NP_000934.1"
"crovir-transcript-15553","crovir-protein-15553","XP_011541651.1"
"crovir-transcript-15554","crovir-protein-15554","NP_003091.2"
"crovir-transcript-15548","crovir-protein-15548","NP_001295029.1"
"crovir-transcript-15556","crovir-protein-15556","NP_002308.2"
"crovir-transcript-15557","crovir-protein-15557","NP_689759.2"
"crovir-transcript-15575","crovir-protein-15575","NP_001186220.1"
"crovir-transcript-15574","crovir-protein-15574","NP_001273743.1"
"crovir-transcript-15576","crovir-protein-15576","XP_005271966.1"
"crovir-transcript-15573","crovir-protein-15573","XP_011541640.3"
"crovir-transcript-15559","crovir-protein-15559","XP_006714726.1"
"crovir-transcript-15571","crovir-protein-15571","NP_057228.1"
"crovir-transcript-15570","crovir-protein-15570","NP_776161.3"
"crovir-transcript-15568","crovir-protein-15568","NP_005820.1"
"crovir-transcript-15566","crovir-protein-15566","NP_004698.3"
"crovir-transcript-15564","crovir-protein-15564","NP_001310494.1"
"crovir-transcript-15569","crovir-protein-15569","NP_006276.2"
"crovir-transcript-15572","crovir-protein-15572","NP_006276.2"
"crovir-transcript-15565","crovir-protein-15565","NP_861974.1"
"crovir-transcript-15563","crovir-protein-15563","NP_064562.1"
"crovir-transcript-15561","crovir-protein-15561","NP_001035530.1"
"crovir-transcript-15562","crovir-protein-15562","XP_011541792.1"
"crovir-transcript-15560","crovir-protein-15560","XP_016865110.1"
"crovir-transcript-15583","crovir-protein-15583","XP_011541689.1"
"crovir-transcript-15580","crovir-protein-15580","NP_003240.1"
"crovir-transcript-15582","crovir-protein-15582","XP_011529011.1"
"crovir-transcript-15581","crovir-protein-15581",NA
"crovir-transcript-15579","crovir-protein-15579","XP_011529365.1"
"crovir-transcript-15578","crovir-protein-15578","XP_011541883.1"
"crovir-transcript-15577","crovir-protein-15577","XP_016864962.1"
"crovir-transcript-15591","crovir-protein-15591","XP_016864962.1"
"crovir-transcript-15595","crovir-protein-15595","NP_689837.2"
"crovir-transcript-15590","crovir-protein-15590","XP_016865333.1"
"crovir-transcript-15594","crovir-protein-15594","NP_003126.1"
"crovir-transcript-15593","crovir-protein-15593","NP_001341825.1"
"crovir-transcript-15592","crovir-protein-15592","NP_001334816.1"
"crovir-transcript-15589","crovir-protein-15589",NA
"crovir-transcript-15586","crovir-protein-15586","NP_001294985.1"
"crovir-transcript-15587","crovir-protein-15587","NP_001310303.1"
"crovir-transcript-15588","crovir-protein-15588","NP_644810.1"
"crovir-transcript-15585","crovir-protein-15585","NP_620128.1"
"crovir-transcript-15584","crovir-protein-15584","NP_001034852.3"
"crovir-transcript-15603","crovir-protein-15603","NP_002363.2"
"crovir-transcript-15602","crovir-protein-15602","NP_055634.3"
"crovir-transcript-15601","crovir-protein-15601","XP_011541568.1"
"crovir-transcript-15600","crovir-protein-15600","XP_005272105.1"
"crovir-transcript-15597","crovir-protein-15597","XP_005272105.1"
"crovir-transcript-15596","crovir-protein-15596","XP_005272105.1"
"crovir-transcript-15598","crovir-protein-15598","NP_001953.1"
"crovir-transcript-15615","crovir-protein-15615","NP_113626.1"
"crovir-transcript-15614","crovir-protein-15614","NP_001243399.1"
"crovir-transcript-15616","crovir-protein-15616","NP_001303897.1"
"crovir-transcript-15617","crovir-protein-15617","NP_001268400.1"
"crovir-transcript-15618","crovir-protein-15618","XP_011541721.1"
"crovir-transcript-15604","crovir-protein-15604","NP_851322.3"
"crovir-transcript-15606","crovir-protein-15606","NP_005659.1"
"crovir-transcript-15607","crovir-protein-15607","XP_006714663.1"
"crovir-transcript-15608","crovir-protein-15608","XP_005271923.1"
"crovir-transcript-15609","crovir-protein-15609","NP_001012779.2"
"crovir-transcript-15610","crovir-protein-15610",NA
"crovir-transcript-15624","crovir-protein-15624",NA
"crovir-transcript-15620","crovir-protein-15620","NP_060813.2"
"crovir-transcript-15623","crovir-protein-15623","NP_005566.2"
"crovir-transcript-15621","crovir-protein-15621","XP_005272072.1"
"crovir-transcript-15625","crovir-protein-15625","NP_001741.4"
"crovir-transcript-15611","crovir-protein-15611","NP_000430.3"
"crovir-transcript-15612","crovir-protein-15612","NP_036213.2"
"crovir-transcript-15613","crovir-protein-15613","NP_001112362.1"
"crovir-transcript-15642","crovir-protein-15642","NP_055714.3"
"crovir-transcript-15640","crovir-protein-15640","NP_001124537.1"
"crovir-transcript-15641","crovir-protein-15641","NP_937793.1"
"crovir-transcript-15636","crovir-protein-15636","NP_055454.1"
"crovir-transcript-15627","crovir-protein-15627","NP_115666.2"
"crovir-transcript-15626","crovir-protein-15626","XP_011541626.1"
"crovir-transcript-15629","crovir-protein-15629","NP_114431.2"
"crovir-transcript-15630","crovir-protein-15630","NP_005645.1"
"crovir-transcript-15632","crovir-protein-15632","NP_065852.1"
"crovir-transcript-15646","crovir-protein-15646","NP_938014.1"
"crovir-transcript-15644","crovir-protein-15644","NP_981951.1"
"crovir-transcript-15645","crovir-protein-15645","NP_001284694.1"
"crovir-transcript-15649","crovir-protein-15649","NP_001180276.1"
"crovir-transcript-15650","crovir-protein-15650","XP_024310139.1"
"crovir-transcript-15653","crovir-protein-15653","XP_005248684.1"
"crovir-transcript-15654","crovir-protein-15654","NP_002881.1"
"crovir-transcript-15656","crovir-protein-15656","NP_001875.1"
"crovir-transcript-15657","crovir-protein-15657","NP_004376.2"
"crovir-transcript-15659","crovir-protein-15659","NP_001304941.1"
"crovir-transcript-15658","crovir-protein-15658","NP_777569.1"
"crovir-transcript-15662","crovir-protein-15662","NP_689609.2"
"crovir-transcript-15660","crovir-protein-15660","NP_149074.3"
"crovir-transcript-15663","crovir-protein-15663","XP_011542021.1"
"crovir-transcript-15664","crovir-protein-15664","NP_001016.1"
"crovir-transcript-15661","crovir-protein-15661","NP_001016.1"
"crovir-transcript-15665","crovir-protein-15665","NP_001243661.1"
"crovir-transcript-15666","crovir-protein-15666","XP_016864534.1"
"crovir-transcript-15668","crovir-protein-15668","NP_001124507.1"
"crovir-transcript-15677","crovir-protein-15677","NP_008840.1"
"crovir-transcript-15678","crovir-protein-15678","NP_008840.1"
"crovir-transcript-15676","crovir-protein-15676","NP_002430.3"
"crovir-transcript-15674","crovir-protein-15674","NP_000782.1"
"crovir-transcript-15691","crovir-protein-15691","XP_011541536.1"
"crovir-transcript-15689","crovir-protein-15689","NP_001098721.1"
"crovir-transcript-15692","crovir-protein-15692","NP_789786.2"
"crovir-transcript-15693","crovir-protein-15693","NP_057367.1"
"crovir-transcript-15687","crovir-protein-15687","NP_001033692.2"
"crovir-transcript-15686","crovir-protein-15686","NP_001506.1"
"crovir-transcript-15688","crovir-protein-15688","NP_001333799.1"
"crovir-transcript-15690","crovir-protein-15690","XP_011541898.1"
"crovir-transcript-15684","crovir-protein-15684","NP_060899.2"
"crovir-transcript-15685","crovir-protein-15685","NP_071415.1"
"crovir-transcript-15669","crovir-protein-15669","NP_004282.1"
"crovir-transcript-15670","crovir-protein-15670","NP_005900.2"
"crovir-transcript-15672","crovir-protein-15672","NP_001273677.1"
"crovir-transcript-15671","crovir-protein-15671","NP_079030.3"
"crovir-transcript-15673","crovir-protein-15673","NP_689838.1"
"crovir-transcript-15694","crovir-protein-15694","NP_002261.3"
"crovir-transcript-15696","crovir-protein-15696","NP_620137.2"
"crovir-transcript-15698","crovir-protein-15698","NP_620137.2"
"crovir-transcript-15697","crovir-protein-15697","NP_620137.2"
"crovir-transcript-15695","crovir-protein-15695","NP_775761.4"
"crovir-transcript-15682","crovir-protein-15682","NP_001032726.1"
"crovir-transcript-15683","crovir-protein-15683","NP_075526.1"
"crovir-transcript-15681","crovir-protein-15681","NP_115551.2"
"crovir-transcript-15679","crovir-protein-15679","NP_001073948.2"
"crovir-transcript-15680","crovir-protein-15680","NP_001073948.2"
"crovir-transcript-15706","crovir-protein-15706","NP_001243503.1"
"crovir-transcript-15705","crovir-protein-15705","NP_000512.1"
"crovir-transcript-15708","crovir-protein-15708","NP_001268231.1"
"crovir-transcript-15703","crovir-protein-15703","XP_011541400.1"
"crovir-transcript-15707","crovir-protein-15707","NP_056381.1"
"crovir-transcript-15710","crovir-protein-15710",NA
"crovir-transcript-15704","crovir-protein-15704","XP_011541659.1"
"crovir-transcript-15701","crovir-protein-15701","NP_001123577.1"
"crovir-transcript-15699","crovir-protein-15699","XP_005248591.1"
"crovir-transcript-15700","crovir-protein-15700","XP_016865303.1"
"crovir-transcript-15702","crovir-protein-15702","NP_001092741.1"
"crovir-transcript-15716","crovir-protein-15716","NP_003861.1"
"crovir-transcript-15714","crovir-protein-15714","NP_001983.2"
"crovir-transcript-15711","crovir-protein-15711","NP_005233.3"
"crovir-transcript-15713","crovir-protein-15713","NP_001873.2"
"crovir-transcript-15718","crovir-protein-15718","NP_060516.2"
"crovir-transcript-15719","crovir-protein-15719","NP_001336678.1"
"crovir-transcript-15721","crovir-protein-15721","NP_060738.2"
"crovir-transcript-15722","crovir-protein-15722","NP_001284667.1"
"crovir-transcript-15717","crovir-protein-15717","NP_003655.3"
"crovir-transcript-15724","crovir-protein-15724","NP_003655.3"
"crovir-transcript-15725","crovir-protein-15725","NP_004857.4"
"crovir-transcript-15726","crovir-protein-15726","NP_005770.1"
"crovir-transcript-15729","crovir-protein-15729","NP_000037.2"
"crovir-transcript-15727","crovir-protein-15727","NP_037523.2"
"crovir-transcript-15728","crovir-protein-15728","NP_037523.2"
"crovir-transcript-15723","crovir-protein-15723","NP_001704.2"
"crovir-transcript-15733","crovir-protein-15733","NP_689618.4"
"crovir-transcript-15735","crovir-protein-15735","NP_689618.4"
"crovir-transcript-15736","crovir-protein-15736","NP_056540.2"
"crovir-transcript-15731","crovir-protein-15731","NP_689618.4"
"crovir-transcript-15737","crovir-protein-15737","NP_004263.1"
"crovir-transcript-15734","crovir-protein-15734","NP_001336478.1"
"crovir-transcript-15743","crovir-protein-15743","XP_005248552.1"
"crovir-transcript-15738","crovir-protein-15738","NP_003239.2"
"crovir-transcript-15747","crovir-protein-15747","XP_016859039.1"
"crovir-transcript-15739","crovir-protein-15739","XP_011509923.1"
"crovir-transcript-15749","crovir-protein-15749","XP_011508961.1"
"crovir-transcript-15745","crovir-protein-15745","XP_011541606.1"
"crovir-transcript-15748","crovir-protein-15748","NP_001790.1"
"crovir-transcript-15742","crovir-protein-15742","NP_150597.1"
"crovir-transcript-15741","crovir-protein-15741","NP_075060.1"
"crovir-transcript-15744","crovir-protein-15744","NP_114172.1"
"crovir-transcript-15746","crovir-protein-15746","NP_075053.2"
"crovir-transcript-15730","crovir-protein-15730","NP_852664.1"
"crovir-transcript-15751","crovir-protein-15751","XP_024301812.1"
"crovir-transcript-15756","crovir-protein-15756","NP_001070667.1"
"crovir-transcript-15757","crovir-protein-15757","XP_005248611.1"
"crovir-transcript-15755","crovir-protein-15755","NP_065777.1"
"crovir-transcript-15753","crovir-protein-15753","NP_061945.1"
"crovir-transcript-15769","crovir-protein-15769","NP_001087224.1"
"crovir-transcript-15764","crovir-protein-15764","NP_001647.1"
"crovir-transcript-15767","crovir-protein-15767","NP_056157.1"
"crovir-transcript-15765","crovir-protein-15765","NP_001336296.1"
"crovir-transcript-15766","crovir-protein-15766","NP_922932.2"
"crovir-transcript-15768","crovir-protein-15768","NP_005860.2"
"crovir-transcript-15760","crovir-protein-15760","NP_005860.2"
"crovir-transcript-15759","crovir-protein-15759","NP_776190.1"
"crovir-transcript-15763","crovir-protein-15763","NP_001025046.1"
"crovir-transcript-15761","crovir-protein-15761","NP_001025046.1"
"crovir-transcript-15762","crovir-protein-15762","NP_000669.1"
"crovir-transcript-15773","crovir-protein-15773","NP_001128251.1"
"crovir-transcript-15771","crovir-protein-15771","NP_055288.1"
"crovir-transcript-15772","crovir-protein-15772","NP_001091981.1"
"crovir-transcript-15770","crovir-protein-15770","NP_065979.1"
"crovir-transcript-15782","crovir-protein-15782","NP_001041714.1"
"crovir-transcript-15781","crovir-protein-15781",NA
"crovir-transcript-15780","crovir-protein-15780","NP_000073.1"
"crovir-transcript-15779","crovir-protein-15779","NP_001098028.1"
"crovir-transcript-15778","crovir-protein-15778","NP_060839.2"
"crovir-transcript-15776","crovir-protein-15776","NP_001098101.1"
"crovir-transcript-15774","crovir-protein-15774","NP_001098101.1"
"crovir-transcript-15775","crovir-protein-15775","NP_006613.2"
"crovir-transcript-15800","crovir-protein-15800","XP_006714736.1"
"crovir-transcript-15797","crovir-protein-15797","XP_011541518.1"
"crovir-transcript-15799","crovir-protein-15799","NP_714917.2"
"crovir-transcript-15798","crovir-protein-15798","NP_005912.1"
"crovir-transcript-15801","crovir-protein-15801","XP_005263479.1"
"crovir-transcript-15792","crovir-protein-15792","NP_002175.2"
"crovir-transcript-15796","crovir-protein-15796","NP_620586.3"
"crovir-transcript-15795","crovir-protein-15795","NP_077726.1"
"crovir-transcript-15794","crovir-protein-15794","NP_001336311.1"
"crovir-transcript-15791","crovir-protein-15791","NP_795714.1"
"crovir-transcript-15788","crovir-protein-15788","NP_056175.3"
"crovir-transcript-15785","crovir-protein-15785","NP_061903.2"
"crovir-transcript-15787","crovir-protein-15787","XP_006714694.1"
"crovir-transcript-15789","crovir-protein-15789","NP_006135.1"
"crovir-transcript-15783","crovir-protein-15783","NP_008967.1"
"crovir-transcript-15805","crovir-protein-15805","NP_001888.2"
"crovir-transcript-15807","crovir-protein-15807","NP_443102.2"
"crovir-transcript-15806","crovir-protein-15806","XP_011541800.1"
"crovir-transcript-15803","crovir-protein-15803","NP_002486.1"
"crovir-transcript-15804","crovir-protein-15804","XP_005248457.1"
